,presentation_id,user_id,presentation_title,slide_type,slide_title,slide_subheading,slide_description,slide_order,answer_count,participant_answered,total_participant,answer_percentage,last_answer_time
306,7810573,1472007,Impact Meeting Nov 2025 (28/11/2025) ver chuẩn,Pick Answer,"You suddenly get very sick and need 8 days off.
You only have 2 Emergency Leave days. How can the remaining 6 days be handled?",,,53.0,20,20,35,57.14285714285714,2025-11-28 04:32:08.283
307,7810573,1472007,Impact Meeting Nov 2025 (28/11/2025) ver chuẩn,Open Ended,Đố mọi người biết em hay off làm gì? ☺️,,,75.0,16,16,35,45.714285714285715,2025-11-28 04:59:23.261
308,4271407,1918789,About me Cheryl,Pick Answer,How to pronounce my English name?,,,3.0,23,23,30,76.66666666666667,2023-04-14 09:12:13.079
309,4405400,1918789,Ho Guom 20bday,Correct Order,Hãy sắp xếp các công trình sau theo thứ tự thời gian (cũ --> mới),,,17.0,21,21,33,63.63636363636363,2023-07-09 12:24:34.799
310,4474647,126,Product training: Learning vs Improvement,Pick Answer,True or false: The test funnel should be put at multiple places wherever possible,,,59.0,15,15,21,71.42857142857143,2023-06-13 10:39:17.699
311,5003136,126,Product demo 08/11/2023 - CEO section: the cultural disadvantages for building products in Vietnam,Poll,What should we talk about next?,,,42.0,12,12,25,48.0,2023-11-08 09:30:16.951
312,4382952,1918789,Edu Health Equipment Budget Claim QnA Final,Short Answer,Who is the bookworm?,,,9.0,20,20,29,68.96551724137932,2023-05-09 09:14:44.941
313,4382952,1918789,Edu Health Equipment Budget Claim QnA Final,Pick Answer,"In 2022, what was Health budget most used for?",,,2.0,19,19,29,65.51724137931035,2023-05-09 09:10:20.834
314,4382952,1918789,Edu Health Equipment Budget Claim QnA Final,Poll,What do you think should be the time limit?,,,21.0,12,12,29,41.37931034482759,2023-05-09 10:01:56.482
315,5117056,1918789,22 dec presentation,Short Answer,What is the most mentioned reason that people in Singapore become adult educators/?,,,22.0,23,23,32,71.875,2023-12-22 02:39:00.537
316,5217850,126,Product OKR Q1/2024 introduction - Dave's section,Poll,"A while ago, we built Google Login on Audience app. What should be the next natural step?",,,11.0,39,16,21,76.19047619047619,2024-01-11 09:01:31.462
317,5217850,126,Product OKR Q1/2024 introduction - Dave's section,Pick Answer,"According to our market research, what are trainers' biggest pains?",,,6.0,19,19,21,90.47619047619048,2024-01-11 08:57:27.147
318,5578203,126,Disagreement 10/05/2024,Pick Answer,What to do when someone disagrees with you?,,,25.0,20,20,34,58.82352941176471,2024-05-10 10:25:24.604
319,4382952,1918789,Edu Health Equipment Budget Claim QnA Final,Poll,Can I claim things that I bought before I join the company?,,,22.0,16,16,29,55.172413793103445,2023-05-09 09:29:51.649
320,7182146,1918789,Customer Knowledge Assessment Survey,Poll,Any challenges in understanding or applying customer insights in your work?,,,11.0,16,16,33,48.484848484848484,2025-09-02 14:32:06.662
321,7182146,1918789,Customer Knowledge Assessment Survey,Poll,How long have you been with the company?,,,4.0,22,22,33,66.66666666666666,2025-09-02 14:24:10.721
322,7370286,126,Boost your values and live a successful life - 25/09/2025,Open Ended,What are the greatest joys in your life?,,,24.0,5,3,27,11.11111111111111,2025-09-26 10:26:09.400
323,4737126,1472007,Impact Meeting 31/08/2023,Open Ended,Submit something you might do after listening to Duke's long ass talk,,,36.0,13,12,30,40.0,2023-08-31 02:58:29.673
324,4737126,1472007,Impact Meeting 31/08/2023,Poll,Joe put up a picture of a half-naked Loi in on the door. This had an impact on...,,,14.0,16,16,30,53.333333333333336,2023-08-31 02:30:50.553
325,6279766,1472007,GDPR Crash Course 2,Pick Answer,"A presenter contacts AhaSlides and asks to retrieve poll results from a session they conducted two years ago. However, your data retention policy states that session data is deleted after one year.",,,41.0,15,15,29,51.724137931034484,2024-12-11 16:12:51.244
326,6279766,1472007,GDPR Crash Course 2,Match Pairs,Match privacy law with the region that applies that law,,,18.0,16,16,29,55.172413793103445,2024-12-11 15:34:04.353
327,5580542,126,AhaSlides Birthday 2024,Pick Answer,Our first company trip destination?,,,31.0,28,28,39,71.7948717948718,2024-05-11 13:35:36.316
328,6005326,1472007,Impact Meeting Sep 2024,Pick Answer,Who is the candidate for the DevOps position?,,,8.793103448275861,30,30,39,76.92307692307693,2024-10-04 02:52:58.034
329,3281307,126,Bali Third Day 2022,Poll,Yeah Bali baby!!! How excited are you??,,,1.0,14,14,24,58.333333333333336,2022-08-19 09:04:50.013
330,4607248,126,Amin's exit Q&A,Scales,Please rate...,,,7.0,171,19,34,55.88235294117647,2023-07-14 10:09:23.096
331,5003136,126,Product demo 08/11/2023 - CEO section: the cultural disadvantages for building products in Vietnam,Open Ended,What do we do then?,,,41.0,5,2,25,8.0,2023-11-08 09:29:06.943
332,5695604,126,Integrations,Pick Answer,ConvertIO x AhaSlides,,,4.0,20,20,24,83.33333333333334,2024-06-21 09:10:19.298
333,6005326,1472007,Impact Meeting Sep 2024,Open Ended,"If you were to pick up just one small habit today that would consistently improve the quality of our work over time, what would that be?",,,32.0,19,15,39,38.46153846153847,2024-10-04 03:46:43.250
334,6005326,1472007,Impact Meeting Sep 2024,Word Cloud,What comes to mind when talking about the <br> AhaSlides Customer Success team,,,13.0,44,20,39,51.28205128205128,2024-10-04 03:06:32.071
335,6154447,1472007,GDPR Crash Course 1,Pick Answer,"H&M was fined €35 million for monitoring employees' personal details, including sensitive data about their families and illnesses. Which GDPR principle was violated?",,,29.0,16,16,23,69.56521739130434,2024-11-19 16:13:12.554
336,6801653,1918789,30/4 - Sài Gòn xưa và nay,Pick Answer,Tuyến Metro số 1 từ Bến Thành đến Suối Tiên có bao nhiêu nhà ga?,,,39.0,22,22,34,64.70588235294117,2025-04-25 08:34:15.341
337,6801653,1918789,30/4 - Sài Gòn xưa và nay,Pick Answer,Vì sao lại gọi là “hủ tiếu gõ”?,,,33.0,22,22,34,64.70588235294117,2025-04-25 08:30:21.559
338,6801653,1918789,30/4 - Sài Gòn xưa và nay,Pick Answer,7. Tên gọi của cuộc di tản quy mô lớn bằng trực thăng của Mỹ khỏi Sài Gòn vào cuối tháng 4/1975 là gì?,,,19.0,23,23,34,67.64705882352942,2025-04-25 08:24:06.203
339,6801653,1918789,30/4 - Sài Gòn xưa và nay,Pick Answer,4. Chiến dịch Hồ Chí Minh ban đầu có tên là gì?,,,13.0,25,25,34,73.52941176470588,2025-04-25 08:18:29.243
340,8049063,1472007,Xmas 2025,Short Answer,Whose message is this?,,,15.0,27,27,33,81.81818181818183,2025-12-24 04:20:45.829
341,8049063,1472007,Xmas 2025,Correct Order,Order Santa’s Christmas Eve shenanigans,,,9.0,31,31,33,93.93939393939394,2025-12-24 04:18:30.568
342,8049063,1472007,Xmas 2025,Pick Answer,What is the birthday of Jesus,,,2.0,30,30,33,90.9090909090909,2025-12-24 04:14:44.286
343,6801653,1918789,30/4 - Sài Gòn xưa và nay,Scales,Rate from 0 to 10 (strongly disagree to strongly agree),,,44.0,44,11,34,32.35294117647059,2025-04-25 08:46:27.794
344,6154447,1472007,GDPR Crash Course 1,Pick Answer,AhaSlides collects user email addresses during signup to allow access to the platform. What is the most appropriate lawful basis for this data processing?,,,32.0,16,16,23,69.56521739130434,2024-11-19 16:16:05.415
345,3281307,126,Bali Third Day 2022,Poll,Dress code finalist,,,6.0,15,15,24,62.5,2022-08-19 09:31:13.303
346,6877258,1472007,AhaSlides 6th Birthday - The Game,Pick Answer,Which date has the highest event count until now?,,,21.0,30,30,35,85.71428571428571,2025-05-16 13:17:41.897
347,7810573,1472007,Impact Meeting Nov 2025 (28/11/2025) ver chuẩn,Pick Answer,"About the no. of AhaSlides-hosted events, how is 2025 doing, compared to 2024?",,Remember the weekly dashboard!,5.0,24,24,35,68.57142857142857,2025-11-28 03:54:01.715
348,7810573,1472007,Impact Meeting Nov 2025 (28/11/2025) ver chuẩn,Pick Answer,How many test cases are in our regression test suite?,,A regression test suite is a set of tests that our QA team runs at every release.,38.0,28,28,35,80.0,2025-11-28 04:22:21.997
349,5183110,1472007,Impact Meeting 12/2023,Short Answer,Do you remember the name of the  new satellite website we published this month?,,,48.0,27,27,36,75.0,2023-12-29 02:45:08.425
350,6877258,1472007,AhaSlides 6th Birthday - The Game,Pick Answer,"Which feature has a working POC at the birth of AhaSlides, but NOT available today?",,"POC = a first, rough version",11.0,30,30,35,85.71428571428571,2025-05-16 13:04:58.899
351,4405400,1918789,Ho Guom 20bday,Pick Answer,Hồ Gươm hoạt động trong lĩnh vực gì khi mới thành lập?,,,5.0,21,21,33,63.63636363636363,2023-07-09 12:21:45.044
352,4474647,126,Product training: Learning vs Improvement,Poll,Who should do this very first step?,,,24.0,64,16,21,76.19047619047619,2023-06-13 09:35:42.971
353,5183110,1472007,Impact Meeting 12/2023,Pick Answer,How many new AhaSliders joined us this year?,,Including the ones who joined for a short while,19.0,31,31,36,86.11111111111111,2023-12-29 02:28:14.947
354,4474647,126,Product training: Learning vs Improvement,Pick Answer,Why should the test be small-effort?,,,39.0,16,16,21,76.19047619047619,2023-06-13 10:03:16.801
355,4474647,126,Product training: Learning vs Improvement,Scales,Do you believe in these secrets?,,,17.0,272,17,21,80.95238095238095,2023-06-13 09:27:12.384
356,4474647,126,Product training: Learning vs Improvement,Scales,Do you believe in secrets?,,,15.0,272,17,21,80.95238095238095,2023-06-13 09:24:54.831
357,4474647,126,Product training: Learning vs Improvement,Pick Answer,How to tell if a User Story is for Learning?,,,7.0,16,16,21,76.19047619047619,2023-06-13 09:13:38.403
358,5003136,126,Product demo 08/11/2023 - CEO section: the cultural disadvantages for building products in Vietnam,Pick Answer,What should not be changed too often?,,,3.0,17,17,25,68.0,2023-11-08 08:56:59.672
359,7182146,1918789,Customer Knowledge Assessment Survey,Open Ended,"In your opinion, what are the top 3 use cases of AhaSlides?",,,9.0,19,17,33,51.515151515151516,2025-09-02 14:30:56.511
360,4382952,1918789,Edu Health Equipment Budget Claim QnA Final,Pick Answer,What are covered in Equipment budget?,,,11.0,20,20,29,68.96551724137932,2023-05-09 09:16:09.853
361,5578203,126,Disagreement 10/05/2024,Open Ended,I'm very conflict-averse. Give me some advice?,,,27.0,15,12,34,35.294117647058826,2024-05-10 10:30:11.357
362,4785073,126,Product demo - CEO section (13/09/2023) - Pride,Scales,Let's think about what you have created at AhaSlides...,,,6.0,180,20,26,76.92307692307693,2023-09-13 08:49:35.357
363,4785073,126,Product demo - CEO section (13/09/2023) - Pride,Pick Answer,(Dating for women) Women should try to be more...,,,3.0,20,20,26,76.92307692307693,2023-09-13 08:48:09.345
364,7370286,126,Boost your values and live a successful life - 25/09/2025,Scales,Share with us a bit more about you...,,,1.0,464,24,27,88.88888888888889,2025-09-26 09:45:02.369
365,4737126,1472007,Impact Meeting 31/08/2023,Open Ended,How to see internal impact?,,,32.0,21,12,30,40.0,2023-08-31 02:53:29.402
366,5822909,1472007,Presentation test,Open Ended,Your fav food,,,6.0,1,1,25,4.0,2024-10-23 10:37:55.414
367,4737126,1472007,Impact Meeting 31/08/2023,Poll,Duke published a new tracking code via GTM. This had an impact on...,,,23.0,17,17,30,56.666666666666664,2023-08-31 02:38:51.663
368,4737126,1472007,Impact Meeting 31/08/2023,Poll,Don hosted a code review session. This had an impact on...,,,22.0,17,17,30,56.666666666666664,2023-08-31 02:38:13.439
369,4737126,1472007,Impact Meeting 31/08/2023,Poll,Lawrence sent a newsletter. This had an impact on...,,,16.0,19,19,30,63.33333333333333,2023-08-31 02:32:39.256
370,6279766,1472007,GDPR Crash Course 2,Pick Answer,What is the main purpose of audit logs,,,42.0,15,15,29,51.724137931034484,2024-12-11 16:13:31.352
371,6400297,1918789,Growth Q1.2025,Poll,What is your plan for the new year?,,,2.0,18,9,28,32.142857142857146,2025-01-15 04:25:58.987
372,5695604,126,Integrations,Pick Answer,"For ourselves, what are the benefits of doing integrations?",,,11.0,19,19,24,79.16666666666666,2024-06-21 09:25:27.844
373,5695604,126,Integrations,Pick Answer,Youtube x AhaSlides,,,6.0,21,21,24,87.5,2024-06-21 09:11:23.771
374,5695604,126,Integrations,Pick Answer,Stripe x AhaSlides,,,5.0,21,21,24,87.5,2024-06-21 09:10:52.654
375,5695604,126,Integrations,Open Ended,"For our users, what are the benefits of making AhaSlides work well with other softwares?",,,9.0,25,16,24,66.66666666666666,2024-06-21 09:18:28.916
376,6005326,1472007,Impact Meeting Sep 2024,Pick Answer,How many key results did the Product team plan at the beginning of Q3?,,,8.461538461538462,28,28,39,71.7948717948718,2024-10-04 02:40:47.762
377,6005326,1472007,Impact Meeting Sep 2024,Correct Order,Arrange: Oldest to Latest,,,8.4,27,27,39,69.23076923076923,2024-10-04 02:33:33.177
378,6005326,1472007,Impact Meeting Sep 2024,Open Ended,Please share your appreciation for the BI team,,,18.8,10,10,39,25.64102564102564,2024-10-04 03:27:54.701
379,6005326,1472007,Impact Meeting Sep 2024,Open Ended,Please share your appreciation for the Product team,,,18.5,19,14,39,35.8974358974359,2024-10-04 03:17:50.820
380,6154447,1472007,GDPR Crash Course 1,Scales,Are you enthusiastic in discussing about GDPR?,,,4.0,13,13,23,56.52173913043478,2024-11-15 09:03:42.320
381,6154447,1472007,GDPR Crash Course 1,Match Pairs,Match principle with their meaning,,,23.0,17,17,23,73.91304347826086,2024-11-19 16:00:47.756
382,6154447,1472007,GDPR Crash Course 1,Poll,Which data subject right is highly relevant to your role?,,,19.0,57,10,23,43.47826086956522,2024-11-15 09:36:20.732
383,6154447,1472007,GDPR Crash Course 1,Match Pairs,Match principle with their meaning,,,13.0,17,17,23,73.91304347826086,2024-11-19 15:24:52.922
384,6801653,1918789,30/4 - Sài Gòn xưa và nay,Open Ended,My key takeaway from this session is:,,,43.0,16,12,34,35.294117647058826,2025-04-25 08:41:37.083
385,3539619,126,Telstra Enterprise - End of Year Meeting,Pick Answer,When was Telstra founded?,,,5.0,2,2,21,9.523809523809524,2023-01-19 05:19:26.057
386,6279766,1472007,GDPR Crash Course 2,Open Ended,Name a data that we collect but you think we don't use,,,29.0,6,6,29,20.689655172413794,2024-12-05 09:47:17.207
387,6279766,1472007,GDPR Crash Course 2,Open Ended,Potential challenges when fulfilling data requests?,,,22.0,7,6,29,20.689655172413794,2024-12-11 15:38:41.642
388,6801653,1918789,30/4 - Sài Gòn xưa và nay,Poll,Vui lòng xác nhận bạn đã đọc Khuyến cáo trên.,,,3.0,19,19,34,55.88235294117647,2025-04-25 08:12:29.057
389,8049063,1472007,Xmas 2025,Short Answer,Whose message is this?,,,13.0,30,30,33,90.9090909090909,2025-12-24 04:19:36.472
390,8049063,1472007,Xmas 2025,Pick Answer,When do folks usually put up Christmas lights?,,,5.0,32,32,33,96.96969696969697,2025-12-24 04:15:46.352
391,1931193,126,Sprint 27,Brainstorm,Things we should do more?, ,,2.0,12,8,21,38.095238095238095,2021-08-25 03:49:56.318
392,6801653,1918789,30/4 - Sài Gòn xưa và nay,Pick Answer,Ngày 30/4/1975 đánh dấu sự kiện gì?,,,6.0,1,1,34,2.941176470588235,2025-04-25 01:46:20.662
